Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sub-Saharan Africa (excluding high income),SSA,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42032958,0.654518298,0.700385071,,,,
Sub-Saharan Africa (excluding high income),SSA,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.03747599,86.02549581,86.03553036,86.07261934,86.04110835,85.88162396,85.79767066,85.72644605,85.66957004,85.57152073,85.46058316,85.37177993,85.3323126,85.20110067,85.25161648,85.05448998,84.81364838,84.45817994,84.38044754,84.58932348,84.01112452,83.68558669,83.46145367,83.08668404,82.77069446,82.61673421,82.36259621,82.04221117,81.83107215,82.71054358,82.58528931,
Sub-Saharan Africa (excluding high income),SSA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.55651893,73.81442536,74.02444402,74.20194087,74.26735302,74.11549903,74.10475338,74.04644115,73.99423011,74.04535011,73.92562926,73.96608528,74.0492607,73.92347508,73.8654404,73.75015936,73.33650469,73.05594561,73.06985261,72.97240223,72.42044172,71.99652077,71.69095756,71.26362622,70.91155602,70.79999076,70.57337325,70.31643595,70.11007192,71.71471421,71.29835982,
Sub-Saharan Africa (excluding high income),SSA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.24416339,79.38488988,79.51204357,79.63679291,79.67176381,79.52378514,79.48571043,79.42841514,79.38189403,79.37304215,79.26515038,79.24730597,79.27994238,79.16254179,79.15208639,79.00013878,78.66857041,78.36319797,78.33181848,78.3577903,77.79884744,77.41840845,77.15001369,76.7357175,76.39423534,76.25467176,76.02156066,75.74085763,75.5434903,76.77968581,76.49213324,
Sub-Saharan Africa (excluding high income),SSA,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,4358961243,5483070249,6572881890,8128897434,8245892271,7100253679,6560464486,6313318103,6274351212,6315466158,7189608461,7832662286,9138983100,10740940466,10268424452,10984998040,11401186229,11452698777,13062555235,14089440832,14765289101,15488649924,16786034213,16341747285,17000751548,18689652366,24775354455,28994064951,30903357813,36344321339,40651717295,43446225782,40789611601,47294820389,54325871516,57038856989,57249456337,58496433072,59577871295,58256991267,64798322941,70193786696,72190731058,47710641612,54672866906,
Sub-Saharan Africa (excluding high income),SSA,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.4375,656.7777778,686,699.2727273,697.7954545,708.3181818,694.4772727,691.7045455,691.7045455,674.6666667,665.1232609,662.7319565,658.7376596,662.5674468,658.7376596,657.0568085,649.4042553,,,
Sub-Saharan Africa (excluding high income),SSA,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.515625,60.04166667,64.18604651,60.56818182,55.59090909,51.53409091,48.875,46.875,37.60227273,35.62222222,31.3326087,29.02826087,28.82553191,28.11489362,23.90212766,23.01914894,21.30212766,,,
Sub-Saharan Africa (excluding high income),SSA,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5625,60.11111111,64.25581395,60.63636364,55.65909091,51.61363636,48.95454545,46.95454545,37.68181818,35.7,31.40869565,29.10434783,28.9,28.18978723,23.96638298,23.07276596,21.35595745,,,
Sub-Saharan Africa (excluding high income),SSA,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.46875,59.97222222,64.11627907,60.5,55.52272727,51.45454545,48.79545455,46.79545455,37.52272727,35.54444444,31.25652174,28.95217391,28.75106383,28.04085106,23.8387234,22.96638298,21.24957447,,,
Sub-Saharan Africa (excluding high income),SSA,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.377142857,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.74507705,38.7800285,38.90052502,38.93838398,39.02967209,39.03874856,39.03588509,39.09469908,39.36487557,39.25320064,39.25875102,39.1088005,39.33095977,39.14312393,39.14658143,39.18777989,39.01456008,39.01841317,38.99686125,39.12549528,39.03162377,39.11478283,39.18439255,39.36836715,39.67043269,40.08233255,40.19428395,40.41928763,40.57921216,40.6493719,40.79483161,40.99192531,40.48592802,40.72563036,40.91407578,41.09536544,41.2758087,41.3623233,41.57464794,41.7089792,41.92117897,42.04091468,42.34570173,42.18761873,42.55736178,42.67671202,42.83420658,43.03766192,43.24917418,43.44789306,43.59999688,41.82987912,41.99917363,42.10160234,42.17272364,42.28944427,42.39414743,42.47922395,42.50237202,42.54259899,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Agricultural land (sq. km),AG.LND.AGRI.K2,,9150886.3,9159141.2,9187600.3,9196541.9,9218102.5,9220246.2,9219569.9,9233460.7,9297271.5,9270895.9,9272206.8,9236791.2,9289261.2,9244741.2,9245401.2,9255131.2,9214221.2,9215131.2,9210041.2,9240421.2,9218251.2,9237891.2,9254331.2,9297781.2,9369121.2,9466401.2,9492841.2,9545981.2,9583751.2,9600321.1,9634674.89,9681223.28,9561719.92,9618331.36,9662837.25,9705653.14,9748269.13,9768701.62,9818847.16,9850572.7,9900688.75,9928967.2,10000949.95,10026297.2,10114189.45,10142550.9,10180000.95,10228338,10278620.05,10326146.5,10362420,9993555.565,10033985.75,10058437.18,10075451.3,10103340.25,10128349.75,10148681.72,10154217.22,10163808.12,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,172509,180420,184644,190476,198135,205905,214594,218497,227906,237250,237010,235196,235610,239009,241287,248924,250736,249874,251051,251638,254958,254040,253686,254615,254614,254979,246510,238500,235505,233231,230322,221514,213078,218638,224909,208847,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111262389,0.598903029,1.542480748,3.933074939,7.930981579,16.54142668,25.69889978,36.5540748,48.56632796,55.6304055,48.60543913,61.39459371,71.34044019,77.06013352,79.95776185,80.39723279,80.82344808,81.89496803,82.71557157,83.80550813,83.06127972,82.52365364,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2385,2583,2721,2927,3160,3303,3458,3635,3771,3952,4243,4435,4697,4967,5112,5349,5649,6009,6333,6636,7048,7411,7927,8557,9432,11121,9776,11115,16633,34292,26232,53323,54726,51587,57912,75169,87189,85058,86559,85794,107193,142505,189510,174888,161735,181930.15,243221.7,275341.2,363398.85,392582.95,499336.84,546741.43,630098.12,640926.51,725854.01,793581.24,738013.99,739880.15,740513.66,730048.3,744709.93,809734.15,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Arable land (% of land area),AG.LND.ARBL.ZS,,5.576612959,5.643954696,5.810898472,5.886609605,6.016639039,6.031516131,6.048383214,6.11193931,6.382073462,6.273658723,6.2471152,6.09873127,6.31619077,6.1225455,6.126163555,6.159232406,5.932746763,5.918901034,5.879862005,5.970684908,5.82579168,5.889769958,5.919959576,6.084880417,6.269828873,6.499828876,6.499151409,6.5518668,6.59018602,6.647686021,6.781443386,6.854779175,6.992601342,7.071822624,7.268923142,7.38307631,7.430287283,7.452584411,7.562147741,7.551630068,7.527983087,7.639966667,7.90943716,7.908320288,8.093044255,8.154339506,8.267722294,8.389149975,8.399108224,8.577830837,8.753887722,8.981291293,9.083187868,9.122510769,9.140560011,9.210215359,9.267538916,9.30332133,9.304673555,9.321290801,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.251794462,2.25165951,2.260596524,2.275187188,2.321817681,2.333320945,2.327278471,2.293812069,2.272807672,2.212815005,2.175372654,2.156156881,2.141513423,2.113869495,2.111572732,2.129467089,2.096965499,2.02164277,2.02496209,2.032200116,2.073859631,2.133401644,2.170366195,2.210521734,2.219663467,2.293277722,2.304473965,2.321339741,2.340729533,2.286849464,2.30281841,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.39443157,63.52239366,63.46741465,63.37381327,63.21878516,62.8702018,62.70969782,62.47776007,62.21202221,61.90988437,61.67159916,61.34529964,60.98730168,60.54571523,60.26950546,59.60074129,58.9023187,58.35463078,57.8192551,57.04086989,56.24479583,55.57748711,55.31991897,54.21370172,53.3853924,53.0999085,52.61048842,52.01839043,51.58250406,51.95954378,51.57470619,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.35041865,65.35779598,65.16495358,64.99525514,64.81451628,64.44174703,64.16376731,63.8490619,63.52664718,63.35814311,63.08426102,62.71914433,62.43798548,62.17470661,61.94502422,61.14322015,60.29687393,59.59617491,58.80382589,58.01780027,57.17877328,56.31779927,55.93730242,54.78801158,53.81918868,53.49425181,53.03614197,52.50513897,51.99035965,51.86248521,51.6046976,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7337058,61.96009213,62.01575036,61.97930609,61.83780593,61.5062462,61.44521947,61.28332936,61.06437895,60.64183611,60.43419243,60.1411193,59.71564769,59.11659503,58.79831277,58.2499986,57.68378768,57.27267523,56.96371163,56.19790872,55.43890681,54.94021499,54.78852888,53.72076627,53.01392889,52.76319493,52.24713672,51.60373759,51.23526978,52.04181617,51.54920338,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.420371453,0.654654683,0.700656724,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.03747599,86.02549581,86.03553036,86.07261934,86.04110835,85.88162396,85.79767066,85.72644605,85.66957004,85.57152073,85.46058316,85.37177993,85.3323126,85.20110067,85.25161648,85.05448998,84.81364838,84.45817994,84.38044754,84.58932348,84.01112452,83.68558669,83.46145367,83.08668404,82.77069446,82.61673421,82.36259621,82.04221117,81.83107215,82.71054358,82.58528931,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.55651893,73.81442536,74.02444402,74.20194087,74.26735302,74.11549903,74.10475338,74.04644115,73.99423011,74.04535011,73.92562926,73.96608528,74.0492607,73.92347508,73.8654404,73.75015936,73.33650469,73.05594561,73.06985261,72.97240223,72.42044172,71.99652077,71.69095756,71.26362622,70.91155602,70.79999076,70.57337325,70.31643595,70.11007192,71.71471421,71.29835982,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.24416339,79.38488988,79.51204357,79.63679291,79.67176381,79.52378514,79.48571043,79.42841514,79.38189403,79.37304215,79.26515038,79.24730597,79.27994238,79.16254179,79.15208639,79.00013878,78.66857041,78.36319797,78.33181848,78.3577903,77.79884744,77.41840845,77.15001369,76.7357175,76.39423534,76.25467176,76.02156066,75.74085763,75.5434903,76.77968581,76.49213324,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,4409293496,5550176175,6661344578,8224594661,8338660585,7181705943,6641301080,6414963202,6395050815,6448535208,7346019963,8010266725,9294509158,10926185103,10449041038,11194308925,11682995044,11722298155,13362675502,14341705063,15037949091,15751378244,17080964482,16648208412,17314637435,19023307552,25121252600,29330919003,31285513481,36790078654,41122661732,43925189855,41220229089,47747828034,54804194140,57733180704,58102572266,59357235948,60452601254,59436033865,66164728795,71822409567,73848590089,48495702740,55981821846,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.4375,656.7777778,686.7727273,699.7333333,698.2888889,708.5777778,695.0444444,692.3333333,696.6666667,679.8913043,670.4397872,668.0993617,664.0764583,667.8264583,664.0764583,662.430625,654.9375,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.515625,60.04166667,63.47727273,59.95555556,55.08888889,51.12222222,48.52222222,46.56666667,37.5,35.56521739,31.34680851,29.09148936,28.89166667,28.19583333,24.07083333,23.20625,21.525,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5625,60.11111111,63.54545455,60.02222222,55.15555556,51.2,48.6,46.64444444,37.57777778,35.64130435,31.4212766,29.16595745,28.96458333,28.26916667,24.13375,23.25875,21.57770833,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.46875,59.97222222,63.40909091,59.88888889,55.02222222,51.04444444,48.44444444,46.48888889,37.42222222,35.48913043,31.27234043,29.01702128,28.81875,28.12333333,24.00875,23.15458333,21.47354167,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.377142857,
Upper middle income,UMC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,29.52579221,29.64009128,29.76460491,29.87372722,29.99695444,30.1294916,30.2503416,30.39748359,30.55100174,30.71594809,30.9050605,31.11737848,31.32207989,31.53001833,31.69625487,31.9272643,32.16817418,32.41069339,32.62430072,32.82459562,32.98489919,33.1999321,33.48743717,33.77929895,34.07637867,34.19842322,34.34104493,34.45009787,34.57920259,34.73081168,34.85452275,34.89414435,34.9145886,34.95926966,34.81795219,34.79422292,34.82677639,34.8410853,34.83786302,34.83908857,34.78292705,34.7797602,34.77167421,34.78203183,34.80327774,34.76980302,34.77330245,34.65585964,34.61974818,34.78119564,34.73258624,34.76942812,34.77855867,34.68891361,34.65136985,34.58532694,34.60384415,34.53902413,34.48957319,34.48633857,,
Upper middle income,UMC,Agricultural land (sq. km),AG.LND.AGRI.K2,,15745176.4,15806128.5,15872527.7,15930719.2,15996432.4,16067110.3,16131555.8,16210022,16291888.4,16379849.1,16480696.8,16593919.3,16703080.13,16813967.16,16902657.08,17025847.44,17154314.2,17283642.36,17397552.69,17504363.9,17589848.95,17704516.17,17857833.9,18013474.93,18171898.53,18236981.18,18313037.01,18371191.64,18440039.26,18520887.79,18586859.15,18607988.15,18617589.52,18639711,18563346.15,18550540.3,18568133.35,18566706.7,18567365.15,18565479.6,18535236.84,18532735.09,18528440.47,18534053.48,18545404.32,18526307.57,18528095.31,18465216.96,18445083.5,18531100.6,18505352.42,18524906.84,18528870.56,18481065.18,18461092.64,18425892,18435675.09,18401134.91,18374789.11,18373067.78,,
Upper middle income,UMC,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,566063,609610,659203,705037,748288,819378,881394,953078,1033099,1018165,1082588,1169331,1274119,1388002,1596947,1720585,1872388,2077521,2292910,2464366,2644119,2721107,2811080,2903208,2986684.57,3102411.14,3198381.71,3273155,3308060,3339620,3350539,5245845,5170028,5042948,4957718,4822880,4766409,4770968,4817932,5043802,,4089297,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Aquaculture production (metric tons),ER.FSH.AQUA.MT,998952,828203,794203,919439,1083193,1228525,1404009,1407119,1405745,1623613,1602870,1918787,2080253,1918809,2087931,2286149,2282980,3010206,3202121,3118683,3369250,3289089,3471583,3889746,4538506,5302362,5904116,6674347,7800652,8574595,8918127,10330246,13015081.9,16127761.03,19178987,22221549,24549261,24892633,26953929,29480197.02,31256119,32734449,35027347,36971704,39528512.7,41444912.5,43569910.28,45289431.04,46982776.15,49274637.95,51115154.91,52425431.18,55638510.34,58270536.12,60677935.54,62796514.58,65749832.46,67872968.35,69874110.67,72525378.77,74837206.79,77362089.89,
Upper middle income,UMC,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132607864,9.050178334,8.993290825,8.944002016,8.896582804,8.912252924,8.886608373,8.87866828,8.83520267,8.829799481,8.825771939,8.84691127,8.876554352,8.923780765,8.972719443,8.99648198,8.958448804,8.947089813,9.014740723,9.009122328,9.041916641,9.057553633,9.041499844,9.025283119,8.989222348,9.019861267,8.983485253,8.959530949,8.955112699,,
Upper middle income,UMC,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642710783,3.679595988,3.713455829,3.740191213,3.799832968,3.800112293,3.905564761,3.935087051,4.026565456,4.010386456,4.090713738,4.101204176,4.091230154,4.13334912,4.16340473,4.195985411,4.119403388,4.12965735,4.098443466,4.047694609,4.022222311,4.039074844,4.028542631,3.99916087,3.991627103,3.977056515,3.984116533,3.991845318,3.951019511,3.774321028,3.74760476,
Upper middle income,UMC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.71452835,47.96789073,46.34568258,44.73322825,43.30807703,42.02929639,41.5013428,41.64591298,41.76177044,41.59324907,41.13370165,40.95372956,40.37965746,38.34832944,36.88995648,35.17520919,33.70810171,32.8260683,31.79721949,30.68676558,29.43501265,28.45521828,26.83518552,25.32542936,24.59061781,23.89380445,23.30448484,22.57802981,21.95036133,22.10398484,21.61771625,
Upper middle income,UMC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.70425309,43.94546843,42.22816621,40.79702832,39.33567048,38.17677206,37.7067928,37.87673436,38.08988588,38.19247513,37.69879015,37.66116658,37.05605942,34.94312824,33.40850099,31.62403846,30.3273023,29.49423817,28.28726579,27.23874247,26.11663841,25.12615815,23.48048336,22.0029846,21.33804828,20.54272182,19.94842894,19.22301369,18.61726414,18.74494293,18.35738541,
Upper middle income,UMC,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.75681511,51.02456332,49.46725036,47.72529253,46.33470873,44.96601033,44.39054143,44.52414295,44.57287434,44.19748924,43.7581804,43.46984258,42.91350189,40.93251785,39.53033167,37.86512732,36.27623392,35.35337638,34.46127018,33.29081699,31.94370893,30.97921866,29.37971412,27.84660911,27.06478178,26.45199619,25.87586396,25.15980188,24.53012035,24.68310933,24.13726427,
Upper middle income,UMC,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.762132599,2.836039097,2.964748805,3.235231328,4.564514361,5.043704636,5.785312951,6.050881249,6.07497649,5.976360271,6.281783177,,
Upper middle income,UMC,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.11752028,59.2555549,59.24530253,59.25735232,59.03958322,58.62123462,58.42130966,58.24796341,58.20216855,57.62670962,56.93988084,56.33258972,55.81360545,54.88767634,53.90484997,52.87335835,51.84582688,50.88330899,50.07050041,48.98091367,47.96153254,46.85415445,45.872842,44.92914886,44.20318594,43.6240679,43.06543327,42.37812784,41.86579381,41.55920641,41.1240094,
Upper middle income,UMC,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.19977048,57.34027904,57.38621607,57.34456759,57.16893141,56.84043727,56.70338464,56.8314686,56.85335333,56.4003706,55.6571071,55.18704839,54.87063596,53.99963323,53.05124628,52.09472792,50.82021462,49.88208671,49.21235201,48.05817669,46.95804487,45.81840825,44.90034444,44.01588538,43.22079845,42.74121962,42.18810843,41.55121188,41.01757954,40.93256328,40.40003917,
Upper middle income,UMC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.02766051,58.16780344,58.18789819,58.1699293,57.97661466,57.609432,57.44460768,57.44310685,57.4368703,56.93055552,56.21132708,55.6800137,55.2756873,54.38017136,53.41424799,52.42597744,51.25952181,50.31307172,49.58240682,48.45438007,47.39111675,46.26394749,45.31930137,44.40907992,43.64467506,43.12248117,42.56686811,41.90977681,41.38767698,41.20422127,40.71637438,
Upper middle income,UMC,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,,,,,,28340606634,27847756992,30581544871,31827281403,33555830678,39746051248,47899623617,55012498720,64954432545,69156420031,81492235553,92559560253,1.07329E+11,1.24976E+11,1.38423E+11,1.89522E+11,1.82668E+11,1.81641E+11,2.04306E+11,2.1222E+11,2.33025E+11,2.03176E+11,2.59914E+11,2.86384E+11,3.22102E+11,4.1321E+11,4.87804E+11,4.36052E+11,5.06525E+11,5.79503E+11,6.0598E+11,6.51119E+11,6.74443E+11,6.42553E+11,6.35686E+11,6.83339E+11,7.45999E+11,7.73084E+11,5.43315E+11,7.22561E+11,8.72383E+11
Upper middle income,UMC,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.65625,619.6285714,649.3488372,638.1363636,638.2727273,639.6363636,622.4666667,618.0888889,621.2444444,635.1086957,624.5764706,623.4,626.8901961,628.8843137,625.3980392,626.0058824,626.0254902,,,
Upper middle income,UMC,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.328125,53.44285714,64.75581395,59.42045455,54.84090909,50,46.54444444,46.25555556,44.38888889,43.5326087,32.31176471,29.13333333,28.66470588,27.43529412,23.78235294,20.86666667,20.20196078,,,
Upper middle income,UMC,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.34375,53.5,64.80232558,59.46590909,54.88636364,50.04545455,46.58888889,46.3,44.43333333,43.57608696,32.35392157,29.17235294,28.70196078,27.47411765,23.82196078,20.89627451,20.23186275,,,
Upper middle income,UMC,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3125,53.38571429,64.70930233,59.375,54.79545455,49.95454545,46.5,46.21111111,44.34444444,43.48913043,32.2754902,29.09392157,28.62352941,27.39568627,23.74352941,20.83745098,20.17303922,,,
Upper middle income,UMC,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.115625,
World,WLD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
